Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.138,Maluma,0.762,0.77,0,0.15,0.15,5,177.998,Sobrio,https://api.spotify.com/v1/tracks/4HzqWEdAbzcVFDv0pvxV4w,0.631,60f79089a24480877399e2d5
0.0143,SAINt JHN,0.769,0.719,0.00777,0.359,0.359,8,121.955,Roses - Imanbek Remix,https://api.spotify.com/v1/tracks/0zLCBJZSiELJf02ucPP9wb,0.863,60f79089a24480877399e2d6
0.533,Post Malone,0.755,0.522,0,0.0685,0.0685,2,89.96,Sunflower - Spider-Man: Into the Spider-Verse,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,0.925,60f79089a24480877399e2d7
0.208,Doja Cat,0.749,0.463,0.0371,0.337,0.337,11,90.028,Streets,https://api.spotify.com/v1/tracks/60ynsPSSKe6O3sfwRnIBRf,0.19,60f79089a24480877399e2d8
0.0514,Calvin Harris,0.733,0.96,0.00199,0.287,0.287,7,124.01,By Your Side (feat. Tom Grennan),https://api.spotify.com/v1/tracks/0vR2rIVORmgeKiGIgNT0fV,0.811,60f7908aa24480877399e2d9
0.785,Tate McRae,0.667,0.373,0,0.0906,0.0906,4,124.148,you broke me first,https://api.spotify.com/v1/tracks/45bE4HXI0AwGZXfZtMp8JR,0.0823,60f7908aa24480877399e2da
0.0358,Vegedream,0.808,0.661,0,0.138,0.138,0,107.992,Ramenez la coupe à la maison,https://api.spotify.com/v1/tracks/1m0UFnuTktOkksvjbF9z0m,0.804,60f7908aa24480877399e2db
0.581,Ed Sheeran,0.825,0.652,0,0.0931,0.0931,1,95.977,Shape of You,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,0.931,60f7908aa24480877399e2dc
0.584,Conan Gray,0.357,0.425,0,0.322,0.322,5,102.078,Heather,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,0.27,60f7908aa24480877399e2dd
0.127,Camilo,0.871,0.815,0.00000618,0.094,0.094,4,122.959,KESI - Remix,https://api.spotify.com/v1/tracks/0IqCoZ168iRc9LqfrYgpZy,0.823,60f7908ba24480877399e2de
0.112,MYA,0.818,0.812,0,0.234,0.234,9,139.966,2:50 Remix,https://api.spotify.com/v1/tracks/74znaWw1hmQBusGPSOuTFy,0.844,60f7908ba24480877399e2df
0.163,Ed Sheeran,0.599,0.448,0,0.106,0.106,8,95.05,Perfect,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,0.168,60f7908ba24480877399e2e0
0.0303,Bad Bunny,0.856,0.618,0,0.0866,0.0866,7,81.993,LA NOCHE DE ANOCHE,https://api.spotify.com/v1/tracks/2XIc1pqjXV3Cr2BQUGNBck,0.391,60f7908ba24480877399e2e1
0.431,Vance Joy,0.484,0.731,0,0.151,0.151,1,101.654,Riptide,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,0.51,60f7908ba24480877399e2e2
0.492,Sleepy Hallow,0.829,0.512,0,0.12,0.12,6,80.511,2055,https://api.spotify.com/v1/tracks/4XvcHTUfIlWfyJTRG0aqlo,0.638,60f7908ba24480877399e2e3
0.025,J Balvin,0.915,0.72,0.0000142,0.0942,0.0942,8,126.986,In Da Getto,https://api.spotify.com/v1/tracks/63aj87TQG6F3RVO5nbG2VQ,0.631,60f7908ca24480877399e2e4
0.247,DaBaby,0.746,0.69,0,0.101,0.101,11,89.977,ROCKSTAR (feat. Roddy Ricch),https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,0.497,60f7908ca24480877399e2e5
0.0249,Normani,0.74,0.576,0,0.104,0.104,6,110.095,Wild Side (feat. Cardi B),https://api.spotify.com/v1/tracks/4XkrlDVc8UQUvsyRsxvU0M,0.315,60f7908ca24480877399e2e6
0.0392,Shawn Mendes,0.759,0.548,0,0.0828,0.0828,9,116.967,Señorita,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,0.749,60f7908ca24480877399e2e7
0.0678,The Neighbourhood,0.588,0.521,0.149,0.123,0.123,10,85.012,Daddy Issues,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,0.337,60f7908ca24480877399e2e8
0.828,dhruv,0.663,0.434,0,0.249,0.249,8,109.075,double take,https://api.spotify.com/v1/tracks/2CVChktEKBsM6v4IfdFU5k,0.225,60f7908da24480877399e2e9
0.0833,Tom Grennan,0.689,0.706,0,0.105,0.105,1,106.52,Little Bit of Love,https://api.spotify.com/v1/tracks/3Iba59sFmGhQ4kbCY5L8AX,0.623,60f7908da24480877399e2ea
0.0144,Trippie Redd,0.584,0.859,0,0.847,0.847,8,77.005,Miss The Rage (feat. Playboi Carti),https://api.spotify.com/v1/tracks/2BITQ360Knh6qNAOqR7Dyq,0.369,60f7908da24480877399e2eb
0.941,Olivia Rodrigo,0.473,0.203,0,0.126,0.126,2,168.884,"1 step forward, 3 steps back",https://api.spotify.com/v1/tracks/4wcBRRpIfesgcyUtis7PEg,0.419,60f7908da24480877399e2ec
0.281,BANDIDO,0.769,0.812,0.0000263,0.0781,0.0781,1,180.003,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",https://api.spotify.com/v1/tracks/7COGuXyTr12KvdaYXMqheC,0.926,60f7908da24480877399e2ed
0.185,Trippie Redd,0.437,0.527,0,0.153,0.153,6,187.815,Holy Smokes,https://api.spotify.com/v1/tracks/3EpF150nXMSNjiH0bbmXIL,0.701,60f7908ea24480877399e2ee
0.00936,Bo Burnham,0.694,0.948,0.0000162,0.139,0.139,2,115.044,Bezos I,https://api.spotify.com/v1/tracks/0Kdj7nwaYQmvhxnqZaIQuW,0.705,60f7908ea24480877399e2ef
0.237,Bad Bunny,0.592,0.494,0,0.13,0.13,4,132.037,De Museo,https://api.spotify.com/v1/tracks/267NGliXM8YLVZiKAD9Otm,0.231,60f7908ea24480877399e2f0
0.629,AURORA,0.422,0.302,0.0000783,0.104,0.104,11,114.089,Runaway,https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6,0.123,60f7908ea24480877399e2f1
0.0166,Avicii,0.527,0.835,0,0.249,0.249,6,125.983,The Nights,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,0.654,60f7908ea24480877399e2f2
