Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.114,Pop Smoke,0.823,0.586,0,0.193,0.193,6,125.971,For The Night (feat. Lil Baby & DaBaby),https://api.spotify.com/v1/tracks/0PvFJmanyNQMseIFrU708S,0.347,60fa03f55b7a4bb7792a0037
0.104,J. Cole,0.861,0.656,0,0.0986,0.0986,4,88.967,p r i d e . i s . t h e . d e v i l (with Lil Baby),https://api.spotify.com/v1/tracks/5W8jRrZ6tWrTrqnKRtIQBf,0.331,60fa03f55b7a4bb7792a0038
0.65,Pop Smoke,0.709,0.548,0.00000159,0.133,0.133,10,83.995,What You Know Bout Love,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,0.543,60fa03f55b7a4bb7792a0039
0.0261,J Balvin,0.891,0.819,0.000354,0.173,0.173,8,101.968,Qué Más Pues?,https://api.spotify.com/v1/tracks/6hf0RpxTbOprT5nnwzkk8e,0.768,60fa03f55b7a4bb7792a003a
0.0172,Juice WRLD,0.625,0.814,0,0.158,0.158,0,144.991,Come & Go (with Marshmello),https://api.spotify.com/v1/tracks/2Y0wPrPQBrGhoLn14xRYCG,0.535,60fa03f55b7a4bb7792a003b
0.733,Bo Burnham,0.352,0.424,0.000023,0.0664,0.0664,6,127.047,All Eyes On Me,https://api.spotify.com/v1/tracks/3rV5y8rcQrwRt9fWGLmjOQ,0.141,60fa03f65b7a4bb7792a003c
0.0644,Fleetwood Mac,0.828,0.492,0.00428,0.128,0.128,0,120.151,Dreams - 2004 Remaster,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,0.789,60fa03f65b7a4bb7792a003d
0.247,DaBaby,0.746,0.69,0,0.101,0.101,11,89.977,ROCKSTAR (feat. Roddy Ricch),https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,0.497,60fa03f65b7a4bb7792a003e
0.129,Moneybagg Yo,0.582,0.537,0,0.0749,0.0749,0,82.103,Wockesha,https://api.spotify.com/v1/tracks/0nqhKXDjsyBMvbeWmgijD0,0.771,60fa03f65b7a4bb7792a003f
0.388,Olivia Rodrigo,0.443,0.298,0.00001,0.103,0.103,0,77.253,hope ur ok,https://api.spotify.com/v1/tracks/1zejeOnykpCoyVSit6Bwp3,0.172,60fa03f65b7a4bb7792a0040
0.385,Conan Gray,0.53,0.593,0,0.314,0.314,5,125.723,People Watching,https://api.spotify.com/v1/tracks/4JeOesjcWWlprTAvucDSJX,0.538,60fa03f75b7a4bb7792a0041
0.235,John Mayer,0.591,0.831,0.00142,0.0571,0.0571,4,93.007,Last Train Home,https://api.spotify.com/v1/tracks/0tgBtQ0ISnMQOKorrN9HLX,0.678,60fa03f75b7a4bb7792a0042
0.244,Drake,0.761,0.518,0.0000347,0.107,0.107,0,133.976,Laugh Now Cry Later (feat. Lil Durk),https://api.spotify.com/v1/tracks/2SAqBLGA283SUiwJ3xOUVI,0.522,60fa03f75b7a4bb7792a0043
0.00121,The Killers,0.352,0.911,0,0.0995,0.0995,1,148.033,Mr. Brightside,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,0.236,60fa03f75b7a4bb7792a0044
0.0631,Jack Harlow,0.904,0.723,0,0.185,0.185,11,145.013,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",https://api.spotify.com/v1/tracks/0ZLuW8uOXdFNWcI40C0OC2,0.835,60fa03f75b7a4bb7792a0045
0.146,Polo G,0.752,0.563,0,0.103,0.103,3,145.05,GANG GANG (with Lil Wayne),https://api.spotify.com/v1/tracks/0ezwvY7TkCwDEkKR49084k,0.551,60fa03f85b7a4bb7792a0046
0.0678,The Neighbourhood,0.588,0.521,0.149,0.123,0.123,10,85.012,Daddy Issues,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,0.337,60fa03f85b7a4bb7792a0047
