Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.0076,Riton,0.824,0.862,0.000132,0.303,0.303,2,122.98,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,0.801,60f790c24861b9cdf8200271
0.105,Tayc,0.594,0.597,0.000103,0.0748,0.0748,6,201.906,Le temps,https://api.spotify.com/v1/tracks/360oH1CqXe9XXzbbi6hvyr,0.639,60f790c24861b9cdf8200272
0.117,13 Organisé,0.901,0.939,0,0.0643,0.0643,6,142.948,Bande organisée,https://api.spotify.com/v1/tracks/717QGTmZdkemDaCo1vQHG0,0.805,60f790c24861b9cdf8200273
0.747,Laylow,0.443,0.448,0.000207,0.145,0.145,4,128.659,UNE HISTOIRE ÉTRANGE,https://api.spotify.com/v1/tracks/1LqDW54jByEjfZJMadiLJU,0.555,60f790c24861b9cdf8200274
0.248,Aya Nakamura,0.877,0.356,0.000274,0.2,0.2,9,109.932,Bobo,https://api.spotify.com/v1/tracks/6wL9pSXJ4roDSEoBpYyQy7,0.536,60f790c34861b9cdf8200275
0.259,Doja Cat,0.764,0.705,0.0000892,0.12,0.12,8,110.97,Kiss Me More (feat. SZA),https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,0.781,60f790c34861b9cdf8200276
0.0153,DMNDS,0.727,0.904,0.55,0.0963,0.0963,10,124.02,Calabria (feat. Lujavo & Nito-Onna),https://api.spotify.com/v1/tracks/3M89zvwwb1jtDUDKYNsdiA,0.372,60f790c34861b9cdf8200277
0.0215,Therapie TAXI,0.649,0.618,0.00000116,0.0911,0.0911,9,92.02,Eté 90,https://api.spotify.com/v1/tracks/1p9dxTMtG4gZpLp7yzvT54,0.381,60f790c34861b9cdf8200278
0.0862,Polo & Pan,0.704,0.669,0.348,0.108,0.108,0,121.005,Ani Kuni - Edit,https://api.spotify.com/v1/tracks/0Ae5IeIdyaIzp43cdXXtZc,0.305,60f790c34861b9cdf8200279
0.42,Kendji Girac,0.856,0.714,0.00000341,0.137,0.137,8,110.967,Bebeto,https://api.spotify.com/v1/tracks/5dQIouH7fnD63c0Nd7muR5,0.898,60f790c44861b9cdf820027a
